valor,dec,nome,bloco,status,leituras,escritas,arquivos,mapas,escopo,comentario
0x4FB,1275,FLAG_DEFEATED_ELITE_4_WILL,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x4FC,1276,FLAG_DEFEATED_ELITE_4_KOGA,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x4FD,1277,FLAG_DEFEATED_ELITE_4_BRUNO,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x4FE,1278,FLAG_DEFEATED_ELITE_4_KAREN,SCRIPT/EVENT,EM_USO,0,0,1,,GLOBAL(codigo),
0x4FF,1279,FLAG_HIDE_LILYCOVE_CONTEST_HALL_BLEND_MASTER,SCRIPT/EVENT,EM_USO,4,0,2,,GLOBAL(codigo),Unused Flag
0x920,2336,FLAG_SNOWTOP_ITEM_SNOWBALL,RECLAIMED_TRAINER,EM_USO,0,0,1,SnowtopMountainOutside,MAPA_UNICO:SnowtopMountainOutside,
0x921,2337,FLAG_SNOWTOP_ICE_STONE,RECLAIMED_TRAINER,EM_USO,0,0,1,SnowtopMountain,MAPA_UNICO:SnowtopMountain,
0x922,2338,FLAG_SNOWTOP_ICY_ROCK,RECLAIMED_TRAINER,EM_USO,0,0,1,SnowtopMountain_B1F,MAPA_UNICO:SnowtopMountain_B1F,
0x923,2339,FLAG_SNOWTOP_FLING,RECLAIMED_TRAINER,EM_USO,0,0,1,SnowtopMountain_B1F,MAPA_UNICO:SnowtopMountain_B1F,
0x924,2340,FLAG_SNOWTOP_CALCIUM_EX,RECLAIMED_TRAINER,NUNCA_REFERENCIADA,0,0,0,,,
0x925,2341,FLAG_SNOWTOP_REGICE_DOOR,RECLAIMED_TRAINER,EM_USO,2,2,2,SnowtopMountain_B1F,MAPA_UNICO:SnowtopMountain_B1F,
0x926,2342,FLAG_MTMORTAR_DEPTHS_FIRETITE,RECLAIMED_TRAINER,EM_USO,0,1,3,MtMortar_Depths_1,GLOBAL(codigo),
0x927,2343,FLAG_MTMORTAR_DEPTHS_FIRE_BLAST_TM,RECLAIMED_TRAINER,EM_USO,0,0,1,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x928,2344,FLAG_MTMORTAR_DEPTHS_ITEM1,RECLAIMED_TRAINER,EM_USO,0,0,1,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x929,2345,FLAG_MTMORTAR_DEPTHS_ITEM2,RECLAIMED_TRAINER,EM_USO,0,0,1,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x92A,2346,FLAG_MTMORTAR_DEPTHS_PUZZLE1SOLVED,RECLAIMED_TRAINER,EM_USO,2,2,2,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x92B,2347,FLAG_MTMORTAR_DEPTHS_HEATRANPUZZLED,RECLAIMED_TRAINER,EM_USO,2,2,2,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x92C,2348,FLAG_WRONG_BUTTON_HEATRAN,RECLAIMED_TRAINER,EM_USO,2,10,2,MtMortar_Depths_1,MAPA_UNICO:MtMortar_Depths_1,
0x92D,2349,FLAG_HIDE_HEATRAN,RECLAIMED_TRAINER,EM_USO,0,3,4,MtMortar_Depths_1;MtMortar_Depths_HeatranRoom;PokemonLeague_HallOfFame,MULTI_MAPA(3),
0x92E,2350,FLAG_TM_SCALD,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraPyramidOutside,MAPA_UNICO:VajraPyramidOutside,
0x92F,2351,FLAG_TM_WORK_UP,RECLAIMED_TRAINER,EM_USO,0,0,1,Route40,MAPA_UNICO:Route40,
0x930,2352,FLAG_TM_PSYSHOCK,RECLAIMED_TRAINER,EM_USO,0,0,1,BattleFactoryGrounds,MAPA_UNICO:BattleFactoryGrounds,
0x931,2353,FLAG_ILEX_BECKONING_BELL,RECLAIMED_TRAINER,EM_USO,2,2,2,IlexForest,MAPA_UNICO:IlexForest,
0x932,2354,FLAG_TM_FALSE_SWIPE,RECLAIMED_TRAINER,EM_USO,2,2,2,Gate_GoldenrodCity_Route35,MAPA_UNICO:Gate_GoldenrodCity_Route35,
0x933,2355,FLAG_POSTGAME_CAP1,RECLAIMED_TRAINER,SO_ESCRITA,0,2,2,CeruleanCave_B2F,MAPA_UNICO:CeruleanCave_B2F,
0x934,2356,FLAG_POSTGAME_CAP2,RECLAIMED_TRAINER,NUNCA_REFERENCIADA,0,0,0,,,
0x935,2357,FLAG_POSTGAME_CAP3,RECLAIMED_TRAINER,NUNCA_REFERENCIADA,0,0,0,,,
0x936,2358,FLAG_POSTGAME_CAP4,RECLAIMED_TRAINER,NUNCA_REFERENCIADA,0,0,0,,,
0x937,2359,FLAG_REPLAY_BATTLE_FORMAT_DOUBLES,RECLAIMED_TRAINER,EM_USO,1,2,1,,GLOBAL(codigo),
0x938,2360,FLAG_REPLAY_BATTLE_FORMAT_SINGLES,RECLAIMED_TRAINER,EM_USO,1,2,1,,GLOBAL(codigo),
0x939,2361,FLAG_REPLAY_TRAINER_PERFECT_IVS,RECLAIMED_TRAINER,EM_USO,3,4,1,,GLOBAL(codigo),
0x93A,2362,FLAG_REPLAY_TRAINER_MAX_EVS,RECLAIMED_TRAINER,EM_USO,3,4,1,,GLOBAL(codigo),
0x93B,2363,FLAG_REPLAY_EASY_IVS,RECLAIMED_TRAINER,EM_USO,1,0,1,,GLOBAL(codigo),
0x93C,2364,FLAG_CIANWOOD_GIMMIGHOUL,RECLAIMED_TRAINER,EM_USO,2,2,3,CianwoodHouse3,MAPA_UNICO:CianwoodHouse3,
0x93D,2365,FLAG_REPLAY_NO_INNATES,RECLAIMED_TRAINER,EM_USO,4,8,5,NewBarkTown_Lab,GLOBAL(codigo),
0x93E,2366,FLAG_HIDE_SHADOW_LUGIA,RECLAIMED_TRAINER,EM_USO,3,9,3,WhirlIslands_LugiaChamber,GLOBAL(codigo),
0x93F,2367,FLAG_HIDE_CAMERON,RECLAIMED_TRAINER,EM_USO,0,20,8,CianwoodCity;KitakamiBorder;Route28;Route34,MULTI_MAPA(5),
0x940,2368,FLAG_HIDE_RIVAL_MARILL,RECLAIMED_TRAINER,EM_USO,0,4,5,MtSilver_SummitDay;NewBarkTown_House3;Route32,MULTI_MAPA(3),
0x941,2369,FLAG_HIDE_RIVAL_AZUMARILL,RECLAIMED_TRAINER,EM_USO,0,3,4,MtSilver_SummitDay;NewBarkTown_House3,GLOBAL(codigo),
0x942,2370,FLAG_CAMERON_PHOTO1,RECLAIMED_TRAINER,EM_USO,0,2,3,RuinsOfAlph_Outside,GLOBAL(codigo),
0x943,2371,FLAG_CAMERON_PHOTO2,RECLAIMED_TRAINER,SO_ESCRITA,0,2,2,RuinsOfAlph_Outside,MAPA_UNICO:RuinsOfAlph_Outside,
0x944,2372,FLAG_CAMERON_PHOTO3,RECLAIMED_TRAINER,SO_ESCRITA,0,2,2,RuinsOfAlph_Outside,MAPA_UNICO:RuinsOfAlph_Outside,
0x945,2373,FLAG_CAMERON_PHOTO4,RECLAIMED_TRAINER,SO_ESCRITA,0,2,2,RuinsOfAlph_Outside,MAPA_UNICO:RuinsOfAlph_Outside,
0x946,2374,FLAG_CAMERON_PHOTO5,RECLAIMED_TRAINER,EM_USO,0,2,3,RuinsOfAlph_Outside,GLOBAL(codigo),
0x947,2375,FLAG_HIDE_RADIOF5DUDE,RECLAIMED_TRAINER,EM_USO,0,5,6,GoldenrodCity;GoldenrodCity_RadioTower_5F;Mahoganytown,MULTI_MAPA(3),
0x948,2376,FLAG_ROCKET_TAKEOVER_CAP,RECLAIMED_TRAINER,EM_USO,0,2,3,GoldenrodCity_RadioTower_5F,GLOBAL(codigo),
0x949,2377,FLAG_TM_STONE_EDGE,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiWell_B1F,MAPA_UNICO:KitakamiWell_B1F,
0x94A,2378,FLAG_TM_PROTEIN_EX_WELL,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiWell_B1F,MAPA_UNICO:KitakamiWell_B1F,
0x94B,2379,FLAG_KITAKAMIMOUNTAIN_ITEM1,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain1F,MAPA_UNICO:KitakamiMountain1F,
0x94C,2380,FLAG_KITAKAMIMOUNTAIN_ITEM2,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain2F,MAPA_UNICO:KitakamiMountain2F,
0x94D,2381,FLAG_KITAKAMIMOUNTAIN_ITEM3,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain2F,MAPA_UNICO:KitakamiMountain2F,
0x94E,2382,FLAG_KITAKAMIMOUNTAIN_ITEM4,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain3F,MAPA_UNICO:KitakamiMountain3F,
0x94F,2383,FLAG_KITAKAMIMOUNTAIN_ITEM5,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain4F,MAPA_UNICO:KitakamiMountain4F,
0x950,2384,FLAG_KITAKAMIMOUNTAIN_ITEM6,RECLAIMED_TRAINER,EM_USO,0,0,1,KitakamiMountain4F,MAPA_UNICO:KitakamiMountain4F,
0x951,2385,FLAG_RECEIVED_FOCUS_SASH,RECLAIMED_TRAINER,EM_USO,2,2,2,Kitakami_Temple_TrainingRoom,MAPA_UNICO:Kitakami_Temple_TrainingRoom,
0x952,2386,FLAG_TM_SLEEP_TALK,RECLAIMED_TRAINER,EM_USO,0,0,1,Kitakami_Temple_Bedroom,MAPA_UNICO:Kitakami_Temple_Bedroom,
0x953,2387,FLAG_OBTAINED_OGERPON_MASKS,RECLAIMED_TRAINER,EM_USO,2,2,2,Kitakami_Temple_Storage,MAPA_UNICO:Kitakami_Temple_Storage,
0x954,2388,FLAG_ITEM_PROTECTOR,RECLAIMED_TRAINER,EM_USO,0,0,1,Kitakami_Temple_Storage,MAPA_UNICO:Kitakami_Temple_Storage,
0x955,2389,FLAG_ITEM_CHOICESPECS,RECLAIMED_TRAINER,EM_USO,0,0,1,FoggyShore2,MAPA_UNICO:FoggyShore2,
0x956,2390,FLAG_SHOWN_MIRROR,RECLAIMED_TRAINER,EM_USO,4,2,2,SouthShoreHouse,MAPA_UNICO:SouthShoreHouse,
0x957,2391,FLAG_HIDE_SPROUT_BASEMENT_GUARD,RECLAIMED_TRAINER,EM_USO,2,2,3,SproutTower_1F;SproutTower_3F,MULTI_MAPA(2),
0x958,2392,FLAG_HIDE_MARSHADOW,RECLAIMED_TRAINER,EM_USO,0,3,4,PokemonLeague_HallOfFame;SproutTower_Basement,MULTI_MAPA(2),
0x959,2393,FLAG_HIDE_GHOSTITE,RECLAIMED_TRAINER,EM_USO,0,0,2,SproutTower_Basement,GLOBAL(codigo),
0x95A,2394,FLAG_HIDE_SPROUT_BASEMENT_ITEM,RECLAIMED_TRAINER,EM_USO,0,0,1,SproutTower_Basement,MAPA_UNICO:SproutTower_Basement,
0x95B,2395,FLAG_POSTBATTLE_CATCH,RECLAIMED_TRAINER,EM_USO,0,0,1,,GLOBAL(codigo),
0x95C,2396,FLAG_POSTBATTLE_CATCH_GUARANTEED,RECLAIMED_TRAINER,EM_USO,0,0,1,,GLOBAL(codigo),
0x95D,2397,FLAG_GOT_DARK_CRYSTAL,RECLAIMED_TRAINER,EM_USO,0,0,1,AbandonedRocketHideoutBackroom,MAPA_UNICO:AbandonedRocketHideoutBackroom,
0x95E,2398,FLAG_RELEASE_SHINY_ODDS,RECLAIMED_TRAINER,EM_USO,2,1,3,,GLOBAL(codigo),
0x95F,2399,FLAG_BEAT_DIRECTOR,RECLAIMED_TRAINER,EM_USO,2,2,2,GoldenrodCity_RadioTower_5F,MAPA_UNICO:GoldenrodCity_RadioTower_5F,
0x960,2400,FLAG_ROUTE41_RAZOR_CLAW,RECLAIMED_TRAINER,EM_USO,0,0,1,Route41,MAPA_UNICO:Route41,
0x961,2401,FLAG_ROUTE47_RAZOR_FANG,RECLAIMED_TRAINER,EM_USO,0,0,1,Route47,MAPA_UNICO:Route47,
0x962,2402,FLAG_HIDE_LEAF_NAMELESS,RECLAIMED_TRAINER,EM_USO,0,2,3,CeruleanCave_B2F,MAPA_UNICO:CeruleanCave_B2F,
0x963,2403,FLAG_HIDE_M_WAREHOUSE,RECLAIMED_TRAINER,NUNCA_REFERENCIADA,0,0,0,,,
0x964,2404,FLAG_ARH_PUZZLE1,RECLAIMED_TRAINER,EM_USO,6,2,2,AbandonedRocketHideout,MAPA_UNICO:AbandonedRocketHideout,
0x965,2405,FLAG_ARH_PUZZLE2,RECLAIMED_TRAINER,EM_USO,4,2,2,AbandonedRocketHideout,MAPA_UNICO:AbandonedRocketHideout,
0x966,2406,FLAG_ARH_PUZZLE3,RECLAIMED_TRAINER,EM_USO,6,2,2,AbandonedRocketHideout,MAPA_UNICO:AbandonedRocketHideout,
0x967,2407,FLAG_ARH_MIRROR_HERB,RECLAIMED_TRAINER,EM_USO,0,0,1,AbandonedRocketHideout,MAPA_UNICO:AbandonedRocketHideout,
0x968,2408,FLAG_METEOR_CAVE_BOOSTER,RECLAIMED_TRAINER,EM_USO,0,0,1,MeteorCave1,MAPA_UNICO:MeteorCave1,
0x969,2409,FLAG_METEOR_CAVE_DAZZLING_GLM,RECLAIMED_TRAINER,EM_USO,0,0,1,MeteorCave1,MAPA_UNICO:MeteorCave1,
0x96A,2410,FLAG_VISITED_BATTLE_FACTORY,RECLAIMED_TRAINER,EM_USO,1,2,4,BattleFactoryGrounds,GLOBAL(codigo),
0x96B,2411,FLAG_TOHJO_PASS_ITEM1,RECLAIMED_TRAINER,EM_USO,0,0,1,TohjoPass,MAPA_UNICO:TohjoPass,
0x96C,2412,FLAG_TOHJO_PASS_ITEM2,RECLAIMED_TRAINER,EM_USO,0,0,1,TohjoPass,MAPA_UNICO:TohjoPass,
0x96D,2413,FLAG_TOHJO_PASS_ITEM3,RECLAIMED_TRAINER,EM_USO,0,0,1,TohjoPass,MAPA_UNICO:TohjoPass,
0x96E,2414,FLAG_GOT_GRACIDEA,RECLAIMED_TRAINER,EM_USO,2,2,2,GoldenrodCity_FlowerShop,MAPA_UNICO:GoldenrodCity_FlowerShop,
0x96F,2415,FLAG_OPEN_INN_DOOR,RECLAIMED_TRAINER,EM_USO,4,2,2,DarkraiInn1,MAPA_UNICO:DarkraiInn1,
0x970,2416,FLAG_HIDE_DARKRAI,RECLAIMED_TRAINER,EM_USO,0,1,3,DarkraiInnFinalRoom,MAPA_UNICO:DarkraiInnFinalRoom,
0x971,2417,FLAG_HIDE_DARKRAI_INN_NPC,RECLAIMED_TRAINER,EM_USO,0,2,3,DarkraiInn1Ruined,MAPA_UNICO:DarkraiInn1Ruined,
0x972,2418,FLAG_GOT_DOWSING_MACHINE,RECLAIMED_TRAINER,EM_USO,2,2,2,EcruteakCity_House4,MAPA_UNICO:EcruteakCity_House4,
0x973,2419,FLAG_GOT_MAGERNA_KEY,RECLAIMED_TRAINER,EM_USO,4,2,4,GoldenrodApartment;GoldenrodBattleAracdeLobby,MULTI_MAPA(2),
0x974,2420,FLAG_GOT_MAGERNA_KEY_INTRODONE,RECLAIMED_TRAINER,EM_USO,2,2,2,GoldenrodBattleAracdeLobby,MAPA_UNICO:GoldenrodBattleAracdeLobby,
0x975,2421,FLAG_MAGERNA_DOOR_OPENED,RECLAIMED_TRAINER,EM_USO,4,2,2,GoldenrodApartment,MAPA_UNICO:GoldenrodApartment,
0x976,2422,FLAG_HIDE_MAGERNA_POLICE,RECLAIMED_TRAINER,EM_USO,0,6,3,GoldenrodApartment,MAPA_UNICO:GoldenrodApartment,
0x977,2423,FLAG_HIDE_MAD_SCIENTIST,RECLAIMED_TRAINER,EM_USO,0,2,3,GoldenrodApartment,MAPA_UNICO:GoldenrodApartment,
0x978,2424,FLAG_VAJRADESERT_ITEM1,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x979,2425,FLAG_VAJRADESERT_ITEM2,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x97A,2426,FLAG_VAJRADESERT_ITEM3,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x97B,2427,FLAG_VAJRADESERT_ITEM4,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x97C,2428,FLAG_VAJRADESERT_ITEM5,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x97D,2429,FLAG_VAJRADESERT_ITEM6,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraDesertEast,MAPA_UNICO:VajraDesertEast,
0x97E,2430,FLAG_MAGMARIZER,RECLAIMED_TRAINER,EM_USO,0,0,1,RintoVillage,MAPA_UNICO:RintoVillage,
0x97F,2431,FLAG_RINTO_TRADE_COMPLETE,RECLAIMED_TRAINER,EM_USO,8,2,5,RintoHouse3;VajraPyramidOutside,MULTI_MAPA(2),
0x980,2432,FLAG_VAJRAPYRAMID1_URN,RECLAIMED_TRAINER,EM_USO,2,2,2,VajraPyramidFloor1,MAPA_UNICO:VajraPyramidFloor1,
0x981,2433,FLAG_SOUTHPASSAGE_ARIANA,RECLAIMED_TRAINER,EM_USO,0,10,11,CianwoodGym;EcruteakCity_Theater;GoldenrodCity_RadioTower_5F;MahoganyTown_Gym,MULTI_MAPA(6),
0x982,2434,FLAG_VAJRAPYRAMID2_URN1,RECLAIMED_TRAINER,EM_USO,2,2,2,VajraPyramidFloor2,MAPA_UNICO:VajraPyramidFloor2,
0x983,2435,FLAG_VAJRAPYRAMID2_URN2,RECLAIMED_TRAINER,EM_USO,2,2,2,VajraPyramidFloor2,MAPA_UNICO:VajraPyramidFloor2,
0x984,2436,FLAG_VAJRAPYRAMID3_ITEMBALL,RECLAIMED_TRAINER,EM_USO,0,0,1,VajraPyramidFloor3,MAPA_UNICO:VajraPyramidFloor3,
0x985,2437,FLAG_LATITEMPLE_SWITCH1,RECLAIMED_TRAINER,EM_USO,4,4,2,LatiTempleLatias,MAPA_UNICO:LatiTempleLatias,
0x986,2438,FLAG_LATITEMPLE_SWITCH2,RECLAIMED_TRAINER,EM_USO,4,4,2,LatiTempleLatias,MAPA_UNICO:LatiTempleLatias,
0x987,2439,FLAG_LATITEMPLE_SWITCH3,RECLAIMED_TRAINER,EM_USO,4,4,2,LatiTempleLatias,MAPA_UNICO:LatiTempleLatias,
0x988,2440,FLAG_LATITEMPLE_SWITCH4,RECLAIMED_TRAINER,EM_USO,4,4,2,LatiTempleLatias,MAPA_UNICO:LatiTempleLatias,
0x989,2441,FLAG_LATITEMPLE_SWITCH5,RECLAIMED_TRAINER,EM_USO,4,4,2,LatiTempleLatias,MAPA_UNICO:LatiTempleLatias,
0x98A,2442,FLAG_CAUGHT_LATIAS,RECLAIMED_TRAINER,EM_USO,4,2,4,LatiTempleLatias;LatiTempleLobby,MULTI_MAPA(2),
0x98B,2443,FLAG_CAUGHT_LATIOS,RECLAIMED_TRAINER,EM_USO,4,2,4,LatiTempleLatios;LatiTempleLobby,MULTI_MAPA(2),
0x98C,2444,FLAG_SYS_POKEMON_GET,SYSTEM,EM_USO,11,12,13,NewBarkTown_Lab,GLOBAL(codigo),
0x98D,2445,FLAG_SYS_POKEDEX_GET,SYSTEM,EM_USO,19,5,13,CherrygroveCity;Route30_MrPokemonsHouse,GLOBAL(codigo),
0x98E,2446,FLAG_SYS_POKENAV_GET,SYSTEM,EM_USO,6,3,3,NewBarkTown_PlayersHouse_1F,GLOBAL(codigo),
0x98F,2447,FLAG_STARTED_SEASONAL_PERFUME_QUEST,SYSTEM,EM_USO,3,1,3,GoldenrodCity_FlowerShop;NewBarkTown_PlayersHouse_1F,MULTI_MAPA(2),Mom noticed Deerling/Sawsbuck's coat and mentioned the Flower Shop's perfume
0x990,2448,FLAG_SYS_GAME_CLEAR,SYSTEM,EM_USO,36,2,22,BattleFrontier_ExchangeServiceCorner;CianwoodCity;GoldenrodCity_BikeShop;Route30_House,GLOBAL(codigo),
0x991,2449,FLAG_SYS_CHAT_USED,SYSTEM,EM_USO,1,1,2,,GLOBAL(codigo),
0x992,2450,FLAG_UNLOCKED_TRENDY_SAYINGS,SYSTEM,EM_USO,2,1,2,,GLOBAL(codigo),
0x993,2451,FLAG_BADGE01_GET,SYSTEM,EM_USO,2,7,17,VioletCity_Gym,GLOBAL(codigo),
0x994,2452,FLAG_BADGE02_GET,SYSTEM,EM_USO,3,3,8,AzaleaTown_Gym,GLOBAL(codigo),
0x995,2453,FLAG_BADGE03_GET,SYSTEM,EM_USO,13,3,13,GoldenrodCity_FlowerShop;GoldenrodCity_Gym;Route36,GLOBAL(codigo),
0x996,2454,FLAG_BADGE04_GET,SYSTEM,EM_USO,12,3,15,AzaleaTown_Mart;EcruteakCity_Gym;GoldenrodCity_FlowerShop;RuinsOfAlph_Lab,GLOBAL(codigo),
0x997,2455,FLAG_BADGE05_GET,SYSTEM,EM_USO,8,2,13,BattleFrontier_ExchangeServiceCorner;BlackthornCity;CianwoodCity;CianwoodGym,GLOBAL(codigo),
0x998,2456,FLAG_BADGE06_GET,SYSTEM,EM_USO,4,3,9,BlackthornCity;GoldenrodCity_FlowerShop;OlivineCity_Gym,GLOBAL(codigo),
0x999,2457,FLAG_BADGE07_GET,SYSTEM,EM_USO,5,3,10,BlackthornCity;MahoganyTown_Gym,GLOBAL(codigo),
0x99A,2458,FLAG_BADGE08_GET,SYSTEM,EM_USO,13,2,18,BattleFrontier_BattleFactoryLobby;DragonsDen_Shrine;OlivineCity_Lighthouse;OlivineCity_PortInside,GLOBAL(codigo),
0x99B,2459,FLAG_VISITED_NEWBARK_TOWN,SYSTEM,EM_USO,1,2,4,NewBarkTown_PlayersHouse_1F,GLOBAL(codigo),
0x99C,2460,FLAG_VISITED_CHERRYGROVE_CITY,SYSTEM,EM_USO,1,7,5,CherrygroveCity,GLOBAL(codigo),
0x99D,2461,FLAG_VISITED_VIOLET_CITY,SYSTEM,EM_USO,1,3,5,VioletCity,GLOBAL(codigo),
0x99E,2462,FLAG_VISITED_AZALEA_TOWN,SYSTEM,EM_USO,1,3,5,AzaleaTown,GLOBAL(codigo),
0x99F,2463,FLAG_VISITED_GOLDENROD_CITY,SYSTEM,EM_USO,1,3,5,GoldenrodCity,GLOBAL(codigo),
0x9A0,2464,FLAG_VISITED_ECRUTEAK_CITY,SYSTEM,EM_USO,1,3,5,EcruteakCity,GLOBAL(codigo),
0x9A1,2465,FLAG_VISITED_OLIVINE_CITY,SYSTEM,EM_USO,1,3,5,OlivineCity,GLOBAL(codigo),
0x9A2,2466,FLAG_VISITED_CIANWOOD_CITY,SYSTEM,EM_USO,1,2,4,CianwoodCity,GLOBAL(codigo),
0x9A3,2467,FLAG_VISITED_SAFARI_ZONE_GATE,SYSTEM,EM_USO,1,5,5,SafariZoneGate,GLOBAL(codigo),
0x9A4,2468,FLAG_VISITED_MAHOGANY_TOWN,SYSTEM,EM_USO,1,2,4,Mahoganytown,GLOBAL(codigo),
0x9A5,2469,FLAG_VISITED_LAKE_OF_RAGE,SYSTEM,EM_USO,1,3,5,LakeOfRage,GLOBAL(codigo),25
0x9A6,2470,FLAG_VISITED_BLACKTHORN_CITY,SYSTEM,EM_USO,1,2,4,BlackthornCity,GLOBAL(codigo),
0x9A7,2471,FLAG_VISITED_INDIGO_PLATEAU,SYSTEM,EM_USO,1,3,5,IndigoPlateau_PokemonCenter,GLOBAL(codigo),
0x9A8,2472,FLAG_VISITED_SNOWTOP_MOUNTAIN,SYSTEM,EM_USO,1,3,5,SnowtopMountainOutside,GLOBAL(codigo),
0x9A9,2473,FLAG_VISITED_RINTO_VILLAGE,SYSTEM,EM_USO,1,3,5,RintoVillage,GLOBAL(codigo),
0x9AA,2474,FLAG_VISITED_BATTLE_TOWER,SYSTEM,EM_USO,1,4,6,PewterCity;TrainerHill_Courtyard,GLOBAL(codigo),
0x9AB,2475,FLAG_VISITED_CERULEAN_CITY,SYSTEM,SO_ESCRITA,0,3,3,CeruleanCity,GLOBAL(codigo),49
0x9AC,2476,FLAG_VISITED_VERMILION_CITY,SYSTEM,EM_USO,1,2,5,CianwoodGym;SaffronCity_FightingDojo;VermilionCity,GLOBAL(codigo),
0x9AD,2477,FLAG_VISITED_LAVENDER_TOWN,SYSTEM,EM_USO,0,2,3,LavenderTown,GLOBAL(codigo),
0x9AE,2478,FLAG_VISITED_CELADON_CITY,SYSTEM,EM_USO,0,2,3,CeladonCity,GLOBAL(codigo),
0x9AF,2479,FLAG_VISITED_SAFFRON_CITY,SYSTEM,EM_USO,0,2,3,SaffronCity,GLOBAL(codigo),
0x9B0,2480,FLAG_VISITED_METEOR_CAVE,SYSTEM,EM_USO,1,2,3,MeteorCave1,GLOBAL(codigo),48
0x9B1,2481,FLAG_VISITED_CINNABAR_ISLAND,SYSTEM,EM_USO,0,2,3,CinnabarIsland,GLOBAL(codigo),
0x9B2,2482,FLAG_VISITED_MT_SILVER,SYSTEM,EM_USO,1,2,3,MtSilver_Outside,GLOBAL(codigo),26
0x9B3,2483,FLAG_VISITED_RECEPTION_GATE,SYSTEM,EM_USO,1,2,3,Route26North,GLOBAL(codigo),27
0x9B4,2484,FLAG_SYS_USE_FLASH,SYSTEM,EM_USO,4,7,4,,GLOBAL(codigo),
0x9B5,2485,FLAG_SYS_USE_STRENGTH,SYSTEM,EM_USO,2,6,4,,GLOBAL(codigo),
0x9B6,2486,FLAG_SYS_WEATHER_CTRL,SYSTEM,EM_USO,1,0,1,,GLOBAL(codigo),
0x9B7,2487,FLAG_SYS_CYCLING_ROAD,SYSTEM,EM_USO,3,7,3,Gate_CeladonCity_Route16,GLOBAL(codigo),
0x9B8,2488,FLAG_SYS_SAFARI_MODE,SYSTEM,EM_USO,1,7,2,,GLOBAL(codigo),
0x9B9,2489,FLAG_SYS_CRUISE_MODE,SYSTEM,EM_USO,3,7,3,,GLOBAL(codigo),
0x9BA,2490,FLAG_STARTED_VICTINI_QUEST,SYSTEM,EM_USO,2,2,2,KitakamiRoad_House,MAPA_UNICO:KitakamiRoad_House,
0x9BB,2491,FLAG_GAVE_MOM_SEASONAL_PERFUME,SYSTEM,EM_USO,1,1,1,NewBarkTown_PlayersHouse_1F,MAPA_UNICO:NewBarkTown_PlayersHouse_1F,"Delivered the Seasonal Perfume to Mom, unlocking the seasonal grooming menu"
0x9BC,2492,FLAG_SYS_TV_HOME,SYSTEM,EM_USO,1,1,2,,GLOBAL(codigo),
0x9BD,2493,FLAG_SYS_TV_WATCH,SYSTEM,EM_USO,1,3,2,,GLOBAL(codigo),
0x9BE,2494,FLAG_SYS_TV_START,SYSTEM,EM_USO,2,0,2,,GLOBAL(codigo),
0x9BF,2495,FLAG_SYS_CHANGED_DEWFORD_TREND,SYSTEM,EM_USO,1,1,1,,GLOBAL(codigo),
0x9C0,2496,FLAG_SYS_MIX_RECORD,SYSTEM,EM_USO,1,1,2,,GLOBAL(codigo),
0x9C1,2497,FLAG_SYS_CLOCK_SET,SYSTEM,EM_USO,2,1,2,,GLOBAL(codigo),
0x9C2,2498,FLAG_SYS_NATIONAL_DEX,SYSTEM,EM_USO,2,3,2,PalletTown_Lab,GLOBAL(codigo),
0x9C3,2499,FLAG_SYS_CAVE_SHIP,SYSTEM,NUNCA_REFERENCIADA,0,0,0,,,"Unused Flag, leftover from R/S debug, presumably used by Emerald's debug too"
0x9C4,2500,FLAG_SYS_CAVE_WONDER,SYSTEM,NUNCA_REFERENCIADA,0,0,0,,,"Unused Flag, same as above"
