NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
751,Dewpider,SPECIES_DEWPIDER,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:2971
752,Araquanid,SPECIES_ARAQUANID,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3047
753,Fomantis,SPECIES_FOMANTIS,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3177
754,Lurantis,SPECIES_LURANTIS,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3246
755,Morelull,SPECIES_MORELULL,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3376
756,Shiinotic,SPECIES_SHIINOTIC,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3445
757,Salandit,SPECIES_SALANDIT,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3514
758,Salazzle,SPECIES_SALAZZLE,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3587
759,Stufful,SPECIES_STUFFUL,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3717
760,Bewear,SPECIES_BEWEAR,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3788
761,Bounsweet,SPECIES_BOUNSWEET,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3859
762,Steenee,SPECIES_STEENEE,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3927
763,Tsareena,SPECIES_TSAREENA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:3995
764,Comfey,SPECIES_COMFEY,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4064
765,Oranguru,SPECIES_ORANGURU,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4135
766,Passimian,SPECIES_PASSIMIAN,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4206
767,Wimpod,SPECIES_WIMPOD,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ILEX_FOREST; Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F; Wild encounter @ NATIONAL_PARK_NORMAL; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_ILEX_FOREST)
768,Golisopod,SPECIES_GOLISOPOD,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ILEX_FOREST; Wild encounter @ MT_MORTAR_1F_NORTH; Wild encounter @ MT_MORTAR_1F_SOUTH; Wild encounter @ MT_MORTAR_2F; Wild encounter @ MT_MORTAR_B1F; Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM; Wild encounter @ MT_SILVER_2F,src/data/wild_encounters.json (MAP_ILEX_FOREST)
769,Sandygast,SPECIES_SANDYGAST,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4481
770,Palossand,SPECIES_PALOSSAND,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4549
771,Pyukumuku,SPECIES_PYUKUMUKU,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CIANWOOD_CITY; Wild encounter @ OLIVINE_CITY; Wild encounter @ ROUTE40; Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE40)
772,Type: Null,SPECIES_TYPE_NULL,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4690
773,Silvally Normal,SPECIES_SILVALLY_NORMAL,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4831
774,Minior Meteor Red,SPECIES_MINIOR_METEOR_RED,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4959
775,Komala,SPECIES_KOMALA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:4976
776,Turtonator,SPECIES_TURTONATOR,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:5044
777,Togedemaru,SPECIES_TOGEDEMARU,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:5117
778,Mimikyu,SPECIES_MIMIKYU_DISGUISED,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_FOREST; Wild encounter @ TIN_TOWER_3F; Wild encounter @ TIN_TOWER_4F; Wild encounter @ TIN_TOWER_5F; Wild encounter @ TIN_TOWER_6F; Wild encounter @ TIN_TOWER_7F; Wild encounter @ TIN_TOWER_8F; Wild encounter @ TIN_TOWER_9F,src/data/wild_encounters.json (MAP_TIN_TOWER_3F)
779,Bruxish,SPECIES_BRUXISH,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:5497
780,Drampa,SPECIES_DRAMPA,7,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_LAKEOFRAGE; Wild encounter @ MT_MORTAR_2F,src/data/wild_encounters.json (MAP_MT_MORTAR_2F)
781,Dhelmise,SPECIES_DHELMISE,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ WHIRL_ISLANDS_DESCENT,src/data/wild_encounters.json (MAP_WHIRL_ISLANDS_DESCENT)
782,Jangmo-o,SPECIES_JANGMO_O,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DRAGONS_DEN_CAVERN,src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
783,Hakamo-o,SPECIES_HAKAMO_O,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_JANGMO_O : EVO_LEVEL, 35, SPECIES_HAKAMO_O",src/data/pokemon/species_info/gen_7_families.h:5842
784,Kommo-o,SPECIES_KOMMO_O,7,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_2F,src/data/wild_encounters.json (MAP_MT_SILVER_2F)
785,Tapu Koko,SPECIES_TAPU_KOKO,7,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1407 (MAP_BATTLE_CAFE)
786,Tapu Lele,SPECIES_TAPU_LELE,7,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1427 (MAP_BATTLE_CAFE)
787,Tapu Bulu,SPECIES_TAPU_BULU,7,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1447 (MAP_BATTLE_CAFE)
788,Tapu Fini,SPECIES_TAPU_FINI,7,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ BATTLE_CAFE",data/maps/BattleCafe/scripts.inc:1467 (MAP_BATTLE_CAFE)
789,Cosmog,SPECIES_COSMOG,7,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_7_families.h:6345
790,Cosmoem,SPECIES_COSMOEM,7,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_7_families.h:6416
791,Solgaleo,SPECIES_SOLGALEO,7,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_7_families.h:6493
792,Lunala,SPECIES_LUNALA,7,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_7_families.h:6564
793,Nihilego,SPECIES_NIHILEGO,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:6638
794,Buzzwole,SPECIES_BUZZWOLE,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:6711
795,Pheromosa,SPECIES_PHEROMOSA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:6784
796,Xurkitree,SPECIES_XURKITREE,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:6856
797,Celesteela,SPECIES_CELESTEELA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:6929
798,Kartana,SPECIES_KARTANA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:7005
799,Guzzlord,SPECIES_GUZZLORD,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:7080
800,Necrozma,SPECIES_NECROZMA,7,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_7_families.h:7153
801,Magearna,SPECIES_MAGEARNA,7,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ GOLDENROD_APARTMENT,data/maps/GoldenrodApartment/scripts.inc:173 (MAP_GOLDENROD_APARTMENT)
802,Marshadow,SPECIES_MARSHADOW,7,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ SPROUT_TOWER_BASEMENT,data/maps/SproutTower_Basement/scripts.inc:13 (MAP_SPROUT_TOWER_BASEMENT)
803,Poipole,SPECIES_POIPOLE,7,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ ROUTE40_HOUSE4; NPC gift (script, var) @ ROUTE40_HOUSE4",data/maps/Route40_House4/scripts.inc:234 (MAP_ROUTE40_HOUSE4)
804,Naganadel,SPECIES_NAGANADEL,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_POIPOLE : EVO_LEVEL, 50, SPECIES_NAGANADEL",src/data/pokemon/species_info/gen_7_families.h:7876
805,Stakataka,SPECIES_STAKATAKA,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:7949
806,Blacephalon,SPECIES_BLACEPHALON,7,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_7_families.h:8021
807,Zeraora,SPECIES_ZERAORA,7,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ TRAINER_HILL_COURTYARD,data/maps/TrainerHill_Courtyard/scripts.inc:48 (MAP_TRAINER_HILL_COURTYARD)
808,Meltan,SPECIES_MELTAN,7,Sim,Sim,Sim,Obtível somente por troca/comunicação,In-game trade,src/data/trade.h:1118
809,Melmetal,SPECIES_MELMETAL,7,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MELTAN : EVO_LEVEL, 60, SPECIES_MELMETAL",src/data/pokemon/species_info/gen_7_families.h:8302
810,Grookey,SPECIES_GROOKEY,8,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
811,Thwackey,SPECIES_THWACKEY,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_GROOKEY : EVO_LEVEL, 16, SPECIES_THWACKEY",src/data/pokemon/species_info/gen_8_families.h:74
812,Rillaboom,SPECIES_RILLABOOM,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_THWACKEY : EVO_LEVEL, 35, SPECIES_RILLABOOM",src/data/pokemon/species_info/gen_8_families.h:139
813,Scorbunny,SPECIES_SCORBUNNY,8,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
814,Raboot,SPECIES_RABOOT,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SCORBUNNY : EVO_LEVEL, 16, SPECIES_RABOOT",src/data/pokemon/species_info/gen_8_families.h:334
815,Cinderace,SPECIES_CINDERACE,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_RABOOT : EVO_LEVEL, 35, SPECIES_CINDERACE",src/data/pokemon/species_info/gen_8_families.h:399
816,Sobble,SPECIES_SOBBLE,8,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
817,Drizzile,SPECIES_DRIZZILE,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SOBBLE : EVO_LEVEL, 16, SPECIES_DRIZZILE",src/data/pokemon/species_info/gen_8_families.h:597
818,Inteleon,SPECIES_INTELEON,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DRIZZILE : EVO_LEVEL, 35, SPECIES_INTELEON",src/data/pokemon/species_info/gen_8_families.h:662
819,Skwovet,SPECIES_SKWOVET,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:792
820,Greedent,SPECIES_GREEDENT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:859
821,Rookidee,SPECIES_ROOKIDEE,8,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE35,src/hidden_grotto.c (MAP_HIDDEN_GROTTO_ROUTE35)
822,Corvisquire,SPECIES_CORVISQUIRE,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE49)
823,Corviknight,SPECIES_CORVIKNIGHT,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_CORVISQUIRE : EVO_LEVEL, 38, SPECIES_CORVIKNIGHT",src/data/pokemon/species_info/gen_8_families.h:1077
824,Blipbug,SPECIES_BLIPBUG,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1211
825,Dottler,SPECIES_DOTTLER,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1278
826,Orbeetle,SPECIES_ORBEETLE,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1345
827,Nickit,SPECIES_NICKIT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1478
828,Thievul,SPECIES_THIEVUL,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1545
829,Gossifleur,SPECIES_GOSSIFLEUR,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1612
830,Eldegoss,SPECIES_ELDEGOSS,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1679
831,Wooloo,SPECIES_WOOLOO,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1746
832,Dubwool,SPECIES_DUBWOOL,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1813
833,Chewtle,SPECIES_CHEWTLE,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1880
834,Drednaw,SPECIES_DREDNAW,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:1950
835,Yamper,SPECIES_YAMPER,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:2083
836,Boltund,SPECIES_BOLTUND,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:2150
837,Rolycoly,SPECIES_ROLYCOLY,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:2217
838,Carkol,SPECIES_CARKOL,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:2288
839,Coalossal,SPECIES_COALOSSAL,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:2357
840,Applin,SPECIES_APPLIN,8,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE32; Wild encounter @ DRAGONS_DEN_CAVERN; Wild encounter @ ROUTE32,src/data/wild_encounters.json (MAP_ROUTE32)
841,Flapple,SPECIES_FLAPPLE,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_APPLIN : EVO_ITEM, ITEM_TART_APPLE, SPECIES_FLAPPLE",src/data/pokemon/species_info/gen_8_families.h:2567
842,Appletun,SPECIES_APPLETUN,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_APPLIN : EVO_ITEM, ITEM_SWEET_APPLE, SPECIES_APPLETUN",src/data/pokemon/species_info/gen_8_families.h:2700
843,Silicobra,SPECIES_SILICOBRA,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SLOWPOKE_WELL_B2F,src/data/wild_encounters.json (MAP_SLOWPOKE_WELL_B2F)
844,Sandaconda,SPECIES_SANDACONDA,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SILICOBRA : EVO_LEVEL, 36, SPECIES_SANDACONDA",src/data/pokemon/species_info/gen_8_families.h:3031
845,Cramorant,SPECIES_CRAMORANT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:3161
846,Arrokuda,SPECIES_ARROKUDA,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:3348
847,Barraskewda,SPECIES_BARRASKEWDA,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:3415
848,Toxel,SPECIES_TOXEL,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ RAILWAY_CAVE_2F; Wild encounter @ RAILWAY_CAVE_3F,src/data/wild_encounters.json (MAP_RAILWAY_CAVE_2F)
849,Toxtricity,SPECIES_TOXTRICITY_AMPED,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TOXEL : EVO_LEVEL, 30, SPECIES_TOXTRICITY_AMPED, CONDITIONS({IF_AMPED_NATURE})",src/data/pokemon/species_info/gen_8_families.h:3551
850,Sizzlipede,SPECIES_SIZZLIPEDE,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE43,src/data/wild_encounters.json (MAP_ROUTE43)
851,Centiskorch,SPECIES_CENTISKORCH,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_MOUNTAIN_SIDE; Wild encounter @ ROUTE26; Wild encounter @ ROUTE27,src/data/wild_encounters.json (MAP_MT_SILVER_MOUNTAIN_SIDE)
852,Clobbopus,SPECIES_CLOBBOPUS,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4002
853,Grapploct,SPECIES_GRAPPLOCT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4069
854,Sinistea,SPECIES_SINISTEA_PHONY,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FOGGY_FOREST; Wild encounter @ KITAKAMI_BORDER,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
855,Polteageist,SPECIES_POLTEAGEIST_PHONY,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SINISTEA_PHONY : EVO_ITEM, ITEM_CRACKED_POT, SPECIES_POLTEAGEIST_PHONY",src/data/pokemon/species_info/gen_8_families.h:4273
856,Hatenna,SPECIES_HATENNA,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4408
857,Hattrem,SPECIES_HATTREM,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4475
858,Hatterene,SPECIES_HATTERENE,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4540
859,Impidimp,SPECIES_IMPIDIMP,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE42,src/data/wild_encounters.json (MAP_ROUTE42)
860,Morgrem,SPECIES_MORGREM,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_IMPIDIMP : EVO_LEVEL, 28, SPECIES_MORGREM",src/data/pokemon/species_info/gen_8_families.h:4736
861,Grimmsnarl,SPECIES_GRIMMSNARL,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MORGREM : EVO_LEVEL, 42, SPECIES_GRIMMSNARL",src/data/pokemon/species_info/gen_8_families.h:4803
862,Obstagoon,SPECIES_OBSTAGOON,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_LINOONE_GALAR : EVO_LEVEL, 35, SPECIES_OBSTAGOON, CONDITIONS({IF_TIME, TIME_NIGHT})",src/data/pokemon/species_info/gen_3_families.h:1423
863,Perrserker,SPECIES_PERRSERKER,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MEOWTH_GALAR : EVO_LEVEL, 28, SPECIES_PERRSERKER",src/data/pokemon/species_info/gen_1_families.h:7757
864,Cursola,SPECIES_CURSOLA,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SAFARI_ZONE_LOW_RIGHT,src/data/wild_encounters.json (MAP_SAFARI_ZONE_LOW_RIGHT)
865,Sirfetch'd,SPECIES_SIRFETCHD,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FARFETCHD_GALAR : EVO_BATTLE_END, 0, SPECIES_SIRFETCHD, CONDITIONS({IF_CRITICAL_HITS_GE, 2})",src/data/pokemon/species_info/gen_1_families.h:11698
866,Mr. Rime,SPECIES_MR_RIME,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ICE_PATH_B1F; Wild encounter @ ICE_PATH_B2F,src/data/wild_encounters.json (MAP_ICE_PATH_B1F)
867,Runerigus,SPECIES_RUNERIGUS,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_YAMASK_GALAR : EVO_SCRIPT_TRIGGER, 0, SPECIES_RUNERIGUS, CONDITIONS({IF_CURRENT_DAMAGE_GE, 49})",src/data/pokemon/species_info/gen_5_families.h:6294
868,Milcery,SPECIES_MILCERY,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:4932
869,Alcremie Strawberry Vanilla Cream,SPECIES_ALCREMIE_STRAWBERRY_VANILLA_CREAM,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5255
870,Falinks,SPECIES_FALINKS,8,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_LAKEOFRAGE; Wild encounter @ ROUTE50; Wild encounter @ TIN_TOWER_3F; Wild encounter @ TIN_TOWER_4F; Wild encounter @ TIN_TOWER_5F; Wild encounter @ TIN_TOWER_6F; Wild encounter @ TIN_TOWER_7F; Wild encounter @ TIN_TOWER_8F; Wild encounter @ TIN_TOWER_9F,src/data/wild_encounters.json (MAP_TIN_TOWER_3F)
871,Pincurchin,SPECIES_PINCURCHIN,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5493
872,Snom,SPECIES_SNOM,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5572
873,Frosmoth,SPECIES_FROSMOTH,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5640
874,Stonjourner,SPECIES_STONJOURNER,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5708
875,Eiscue,SPECIES_EISCUE_ICE,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:5776
876,Indeedee,SPECIES_INDEEDEE_M,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ LAKE_OF_RAGE,src/data/wild_encounters.json (MAP_LAKE_OF_RAGE)
877,Morpeko,SPECIES_MORPEKO_FULL_BELLY,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6040
878,Cufant,SPECIES_CUFANT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6169
879,Copperajah,SPECIES_COPPERAJAH,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6237
880,Dracozolt,SPECIES_DRACOZOLT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6368
881,Arctozolt,SPECIES_ARCTOZOLT,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6435
882,Dracovish,SPECIES_DRACOVISH,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6501
883,Arctovish,SPECIES_ARCTOVISH,8,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_8_families.h:6568
884,Duraludon,SPECIES_DURALUDON,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_MOUNTAIN1F; Wild encounter @ KITAKAMI_MOUNTAIN2F; Wild encounter @ KITAKAMI_MOUNTAIN3F; Wild encounter @ KITAKAMI_MOUNTAIN4F; Wild encounter @ VICTORY_ROAD_KANTO_1F; Wild encounter @ VICTORY_ROAD_KANTO_B1F; Wild encounter @ VICTORY_ROAD_KANTO_B2F,src/data/wild_encounters.json (MAP_VICTORY_ROAD_KANTO_B2F)
885,Dreepy,SPECIES_DREEPY,8,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ DRAGONS_DEN_CAVERN,src/data/wild_encounters.json (MAP_DRAGONS_DEN_CAVERN)
886,Drakloak,SPECIES_DRAKLOAK,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DREEPY : EVO_LEVEL, 50, SPECIES_DRAKLOAK",src/data/pokemon/species_info/gen_8_families.h:6909
887,Dragapult,SPECIES_DRAGAPULT,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DRAKLOAK : EVO_LEVEL, 60, SPECIES_DRAGAPULT",src/data/pokemon/species_info/gen_8_families.h:6975
888,Zacian,SPECIES_ZACIAN_HERO,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:7043
889,Zamazenta,SPECIES_ZAMAZENTA_HERO,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:7184
890,Eternatus,SPECIES_ETERNATUS,8,Sim,Sim,Nao,"Existe no código, mas não é obtível",,src/data/pokemon/species_info/gen_8_families.h:7326
891,Kubfu,SPECIES_KUBFU,8,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ BLACKTHORN_CAVE; NPC gift (script, var) @ BLACKTHORN_CAVE",data/maps/BlackthornCave/scripts.inc:27 (MAP_BLACKTHORN_CAVE)
892,Urshifu,SPECIES_URSHIFU_SINGLE_STRIKE,8,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_KUBFU : EVO_ITEM, ITEM_SCROLL_OF_DARKNESS, SPECIES_URSHIFU_SINGLE_STRIKE",src/data/pokemon/species_info/gen_8_families.h:7527
893,Zarude,SPECIES_ZARUDE,8,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ ROUTE40_HOUSE4; NPC gift (script, var) @ ROUTE40_HOUSE4",data/maps/Route40_House4/scripts.inc:282 (MAP_ROUTE40_HOUSE4)
