EspecieBase,Forma,ConstInterna,Categoria,ExisteNoRepo,Habilitada,ObtivelPermanente,ComoObter/Ativar,TransformacaoDeBatalha,Evidencia
MIMIKYU_DISGUISED,MIMIKYU_BUSTED,SPECIES_MIMIKYU_BUSTED,Alternativa/cosmética/batalha,Sim,Sim,Não,Dano de confusão (batalha); Ao ser atingido (batalha); Ao ser atingido (batalha),Ao ser atingido (batalha); Dano de confusão (batalha),src/data/pokemon/species_info/gen_7_families.h:5314
NECROZMA,NECROZMA_DUSK_MANE,SPECIES_NECROZMA_DUSK_MANE,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:7229
NECROZMA,NECROZMA_DAWN_WINGS,SPECIES_NECROZMA_DAWN_WINGS,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_7_families.h:7304
NECROZMA,NECROZMA_ULTRA,SPECIES_NECROZMA_ULTRA,Ultra Burst,Sim,Sim,Não,Ultra Burst — BLOQUEADO: item ITEM_ULTRANECROZIUM_Z não distribuído; Ultra Burst — BLOQUEADO: item ITEM_ULTRANECROZIUM_Z não distribuído,Ultra Burst — BLOQUEADO: item ITEM_ULTRANECROZIUM_Z não distribuído,src/data/pokemon/species_info/gen_7_families.h:7381
MAGEARNA,MAGEARNA_ORIGINAL,SPECIES_MAGEARNA_ORIGINAL,Alternativa/cosmética/batalha,Sim,Sim,Sim,Presente de NPC @ ROUTE40_HOUSE4 [data/maps/Route40_House4/scripts.inc:306],,src/data/pokemon/species_info/gen_7_families.h:7533
CRAMORANT,CRAMORANT_GULPING,SPECIES_CRAMORANT_GULPING,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:3228
CRAMORANT,CRAMORANT_GORGING,SPECIES_CRAMORANT_GORGING,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:3287
TOXTRICITY_AMPED,TOXTRICITY_LOW_KEY,SPECIES_TOXTRICITY_LOW_KEY,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_TOXEL : EVO_LEVEL, 30, SPECIES_TOXTRICITY_LOW_KEY, CONDITIONS({IF_LOW_KEY_NATURE})",,src/data/pokemon/species_info/gen_8_families.h:3675
SINISTEA_PHONY,SINISTEA_ANTIQUE,SPECIES_SINISTEA_ANTIQUE,Alternativa/cosmética/batalha,Sim,Sim,Sim,breeding: egg from SPECIES_POLTEAGEIST_ANTIQUE,,src/data/pokemon/species_info/gen_8_families.h:4205
POLTEAGEIST_PHONY,POLTEAGEIST_ANTIQUE,SPECIES_POLTEAGEIST_ANTIQUE,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_SINISTEA_PHONY : EVO_ITEM, ITEM_CHIPPED_POT, SPECIES_POLTEAGEIST_ANTIQUE",,src/data/pokemon/species_info/gen_8_families.h:4339
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_RUBY_CREAM,SPECIES_ALCREMIE_STRAWBERRY_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5256
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_MATCHA_CREAM,SPECIES_ALCREMIE_STRAWBERRY_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5257
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_MINT_CREAM,SPECIES_ALCREMIE_STRAWBERRY_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5258
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_LEMON_CREAM,SPECIES_ALCREMIE_STRAWBERRY_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5259
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_SALTED_CREAM,SPECIES_ALCREMIE_STRAWBERRY_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5260
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_RUBY_SWIRL,SPECIES_ALCREMIE_STRAWBERRY_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5261
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_CARAMEL_SWIRL,SPECIES_ALCREMIE_STRAWBERRY_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5262
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STRAWBERRY_RAINBOW_SWIRL,SPECIES_ALCREMIE_STRAWBERRY_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5263
EISCUE_ICE,EISCUE_NOICE,SPECIES_EISCUE_NOICE,Alternativa/cosmética/batalha,Sim,Não,Não,Dano de confusão (batalha); Ao ser atingido (batalha),Ao ser atingido (batalha); Dano de confusão (batalha),src/data/pokemon/species_info/gen_8_families.h:5844
INDEEDEE_M,INDEEDEE_F,SPECIES_INDEEDEE_F,Alternativa/cosmética/batalha,Sim,Sim,Sim,Encontro selvagem @ LAKE_OF_RAGE [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_8_families.h:5971
MORPEKO_FULL_BELLY,MORPEKO_HANGRY,SPECIES_MORPEKO_HANGRY,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:6108
ZACIAN_HERO,ZACIAN_CROWNED,SPECIES_ZACIAN_CROWNED,Alternativa/cosmética/batalha,Sim,Sim,Não,Início de batalha — BLOQUEADO: item ITEM_RUSTED_SWORD não distribuído,Início de batalha — BLOQUEADO: item ITEM_RUSTED_SWORD não distribuído,src/data/pokemon/species_info/gen_8_families.h:7112
ZAMAZENTA_HERO,ZAMAZENTA_CROWNED,SPECIES_ZAMAZENTA_CROWNED,Alternativa/cosmética/batalha,Sim,Sim,Não,Início de batalha — BLOQUEADO: item ITEM_RUSTED_SHIELD não distribuído,Início de batalha — BLOQUEADO: item ITEM_RUSTED_SHIELD não distribuído,src/data/pokemon/species_info/gen_8_families.h:7254
ETERNATUS,ETERNATUS_ETERNAMAX,SPECIES_ETERNATUS_ETERNAMAX,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:7396
URSHIFU_SINGLE_STRIKE,URSHIFU_RAPID_STRIKE,SPECIES_URSHIFU_RAPID_STRIKE,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_KUBFU : EVO_ITEM, ITEM_SCROLL_OF_WATERS, SPECIES_URSHIFU_RAPID_STRIKE",,src/data/pokemon/species_info/gen_8_families.h:7659
ZARUDE,ZARUDE_DADA,SPECIES_ZARUDE_DADA,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:7863
CALYREX,CALYREX_ICE,SPECIES_CALYREX_ICE,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:8272
CALYREX,CALYREX_SHADOW,SPECIES_CALYREX_SHADOW,Forma especial do hack,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:8342
BASCULEGION_M,BASCULEGION_F,SPECIES_BASCULEGION_F,Alternativa/cosmética/batalha,Sim,Sim,Sim,Encontro selvagem @ MT_SILVER_1F_WATERFALL_ROOM [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_5_families.h:4865
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_VANILLA_CREAM,SPECIES_ALCREMIE_BERRY_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5264
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_RUBY_CREAM,SPECIES_ALCREMIE_BERRY_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5265
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_MATCHA_CREAM,SPECIES_ALCREMIE_BERRY_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5266
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_MINT_CREAM,SPECIES_ALCREMIE_BERRY_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5267
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_LEMON_CREAM,SPECIES_ALCREMIE_BERRY_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5268
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_SALTED_CREAM,SPECIES_ALCREMIE_BERRY_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5269
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_RUBY_SWIRL,SPECIES_ALCREMIE_BERRY_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5270
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_CARAMEL_SWIRL,SPECIES_ALCREMIE_BERRY_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5271
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_BERRY_RAINBOW_SWIRL,SPECIES_ALCREMIE_BERRY_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5272
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_VANILLA_CREAM,SPECIES_ALCREMIE_LOVE_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5273
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_RUBY_CREAM,SPECIES_ALCREMIE_LOVE_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5274
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_MATCHA_CREAM,SPECIES_ALCREMIE_LOVE_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5275
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_MINT_CREAM,SPECIES_ALCREMIE_LOVE_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5276
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_LEMON_CREAM,SPECIES_ALCREMIE_LOVE_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5277
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_SALTED_CREAM,SPECIES_ALCREMIE_LOVE_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5278
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_RUBY_SWIRL,SPECIES_ALCREMIE_LOVE_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5279
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_CARAMEL_SWIRL,SPECIES_ALCREMIE_LOVE_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5280
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_LOVE_RAINBOW_SWIRL,SPECIES_ALCREMIE_LOVE_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5281
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_VANILLA_CREAM,SPECIES_ALCREMIE_STAR_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5282
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_RUBY_CREAM,SPECIES_ALCREMIE_STAR_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5283
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_MATCHA_CREAM,SPECIES_ALCREMIE_STAR_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5284
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_MINT_CREAM,SPECIES_ALCREMIE_STAR_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5285
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_LEMON_CREAM,SPECIES_ALCREMIE_STAR_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5286
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_SALTED_CREAM,SPECIES_ALCREMIE_STAR_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5287
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_RUBY_SWIRL,SPECIES_ALCREMIE_STAR_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5288
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_CARAMEL_SWIRL,SPECIES_ALCREMIE_STAR_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5289
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_STAR_RAINBOW_SWIRL,SPECIES_ALCREMIE_STAR_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5290
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_VANILLA_CREAM,SPECIES_ALCREMIE_CLOVER_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5291
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_RUBY_CREAM,SPECIES_ALCREMIE_CLOVER_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5292
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_MATCHA_CREAM,SPECIES_ALCREMIE_CLOVER_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5293
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_MINT_CREAM,SPECIES_ALCREMIE_CLOVER_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5294
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_LEMON_CREAM,SPECIES_ALCREMIE_CLOVER_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5295
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_SALTED_CREAM,SPECIES_ALCREMIE_CLOVER_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5296
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_RUBY_SWIRL,SPECIES_ALCREMIE_CLOVER_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5297
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_CARAMEL_SWIRL,SPECIES_ALCREMIE_CLOVER_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5298
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_CLOVER_RAINBOW_SWIRL,SPECIES_ALCREMIE_CLOVER_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5299
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_VANILLA_CREAM,SPECIES_ALCREMIE_FLOWER_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5300
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_RUBY_CREAM,SPECIES_ALCREMIE_FLOWER_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5301
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_MATCHA_CREAM,SPECIES_ALCREMIE_FLOWER_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5302
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_MINT_CREAM,SPECIES_ALCREMIE_FLOWER_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5303
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_LEMON_CREAM,SPECIES_ALCREMIE_FLOWER_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5304
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_SALTED_CREAM,SPECIES_ALCREMIE_FLOWER_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5305
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_RUBY_SWIRL,SPECIES_ALCREMIE_FLOWER_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5306
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_CARAMEL_SWIRL,SPECIES_ALCREMIE_FLOWER_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5307
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_FLOWER_RAINBOW_SWIRL,SPECIES_ALCREMIE_FLOWER_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5308
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_VANILLA_CREAM,SPECIES_ALCREMIE_RIBBON_VANILLA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5309
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_RUBY_CREAM,SPECIES_ALCREMIE_RIBBON_RUBY_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5310
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_MATCHA_CREAM,SPECIES_ALCREMIE_RIBBON_MATCHA_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5311
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_MINT_CREAM,SPECIES_ALCREMIE_RIBBON_MINT_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5312
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_LEMON_CREAM,SPECIES_ALCREMIE_RIBBON_LEMON_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5313
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_SALTED_CREAM,SPECIES_ALCREMIE_RIBBON_SALTED_CREAM,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5314
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_RUBY_SWIRL,SPECIES_ALCREMIE_RIBBON_RUBY_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5315
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_CARAMEL_SWIRL,SPECIES_ALCREMIE_RIBBON_CARAMEL_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5316
ALCREMIE_STRAWBERRY_VANILLA_CREAM,ALCREMIE_RIBBON_RAINBOW_SWIRL,SPECIES_ALCREMIE_RIBBON_RAINBOW_SWIRL,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_8_families.h:5317
OINKOLOGNE_M,OINKOLOGNE_F,SPECIES_OINKOLOGNE_F,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:805
MAUSHOLD_THREE,MAUSHOLD_FOUR,SPECIES_MAUSHOLD_FOUR,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_TANDEMAUS : EVO_LEVEL_BATTLE_ONLY, 25, SPECIES_MAUSHOLD_FOUR, CONDITIONS({IF_PID_MODULO_100_GT, 0})",,src/data/pokemon/species_info/gen_9_families.h:1475
SQUAWKABILLY_GREEN,SQUAWKABILLY_BLUE,SPECIES_SQUAWKABILLY_BLUE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:1944
SQUAWKABILLY_GREEN,SQUAWKABILLY_YELLOW,SPECIES_SQUAWKABILLY_YELLOW,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:2011
SQUAWKABILLY_GREEN,SQUAWKABILLY_WHITE,SPECIES_SQUAWKABILLY_WHITE,Alternativa/cosmética/batalha,Sim,Não,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:2078
PALAFIN_ZERO,PALAFIN_HERO,SPECIES_PALAFIN_HERO,Alternativa/cosmética/batalha,Sim,Sim,Não,Ao trocar (batalha),Ao trocar (batalha),src/data/pokemon/species_info/gen_9_families.h:4420
TATSUGIRI_CURLY,TATSUGIRI_DROOPY,SPECIES_TATSUGIRI_DROOPY,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:5500
TATSUGIRI_CURLY,TATSUGIRI_STRETCHY,SPECIES_TATSUGIRI_STRETCHY,Alternativa/cosmética/batalha,Sim,Sim,Não,Sem método de ativação definido,,src/data/pokemon/species_info/gen_9_families.h:5567
DUDUNSPARCE_TWO_SEGMENT,DUDUNSPARCE_THREE_SEGMENT,SPECIES_DUDUNSPARCE_THREE_SEGMENT,Alternativa/cosmética/batalha,Sim,Sim,Sim,"evolution: from SPECIES_DUNSPARCE : EVO_LEVEL, 0, SPECIES_DUDUNSPARCE_THREE_SEGMENT, CONDITIONS({IF_KNOWS_MOVE, MOVE_HYPER_DRILL}, {IF_PID_MODULO_100_EQ, 0})",,src/data/pokemon/species_info/gen_2_families.h:4975
GIMMIGHOUL_CHEST,GIMMIGHOUL_ROAMING,SPECIES_GIMMIGHOUL_ROAMING,Alternativa/cosmética/batalha,Sim,Sim,Sim,breeding: egg from SPECIES_GHOLDENGO,,src/data/pokemon/species_info/gen_9_families.h:6976
TAUROS,TAUROS_PALDEA_COMBAT,SPECIES_TAUROS_PALDEA_COMBAT,Regional (Paldea),Sim,Sim,Sim,Encontro selvagem @ SAFARI_ZONE_TOP_LEFT [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_1_families.h:18115
TAUROS,TAUROS_PALDEA_BLAZE,SPECIES_TAUROS_PALDEA_BLAZE,Regional (Paldea),Sim,Sim,Sim,Encontro selvagem @ SAFARI_ZONE_TOP_LEFT [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_1_families.h:18184
TAUROS,TAUROS_PALDEA_AQUA,SPECIES_TAUROS_PALDEA_AQUA,Regional (Paldea),Sim,Sim,Sim,Encontro selvagem @ SAFARI_ZONE_TOP_LEFT [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_1_families.h:18253
WOOPER,WOOPER_PALDEA,SPECIES_WOOPER_PALDEA,Regional (Paldea),Sim,Sim,Sim,Encontro selvagem @ CLIFF_EDGE_GATE [src/data/wild_encounters.json],,src/data/pokemon/species_info/gen_2_families.h:3786
