phase,action,trainer_id,trainer,scope,decision,reason,guard,implementation_report
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,725,TRAINER_GRUNT_MAGMA_HIDEOUT_10,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_3F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,726,TRAINER_GRUNT_MAGMA_HIDEOUT_11,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_4F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,727,TRAINER_GRUNT_MAGMA_HIDEOUT_12,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_4F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,728,TRAINER_GRUNT_MAGMA_HIDEOUT_13,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_4F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,729,TRAINER_GRUNT_MAGMA_HIDEOUT_14,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_1R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,730,TRAINER_GRUNT_MAGMA_HIDEOUT_15,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,731,TRAINER_GRUNT_MAGMA_HIDEOUT_16,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_3F_1R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,732,TRAINER_TABITHA_MAGMA_HIDEOUT,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_4F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,735,TRAINER_PETE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,738,TRAINER_JOSUE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route105,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,745,TRAINER_BRANDEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,747,TRAINER_SHAYLA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route112,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,748,TRAINER_KYRA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,751,TRAINER_HELENE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,752,TRAINER_MARLENE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route115,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,754,TRAINER_JOHNSON,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route116,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,755,TRAINER_MELINA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route117,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,756,TRAINER_BRANDI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route117,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,758,TRAINER_MAKAYLA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route132,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,761,TRAINER_RACHEL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,762,TRAINER_LEONEL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route120,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,765,TRAINER_MYLES,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route121,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,768,TRAINER_MAY_RUSTBORO_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,769,TRAINER_MAY_RUSTBORO_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,77,TRAINER_LEROY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route110_TrickHousePuzzle8,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,78,TRAINER_WILTON_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,82,TRAINER_VITO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_B2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,848,TRAINER_MARIELA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle7,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,89,TRAINER_MARY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: PetalburgCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,91,TRAINER_JODY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: PetalburgCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,99,TRAINER_CAROLINE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: VictoryRoad_B2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,10,TRAINER_TONY,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,193,TRAINER_STEVE,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,211,TRAINER_KOJI,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,22,TRAINER_VERONICA,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,23,TRAINER_THERESA,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,282,TRAINER_BLUE_2,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,449,TRAINER_GRUNT_30,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,464,TRAINER_GRUNT,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,466,TRAINER_GRUNT_32,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,547,TRAINER_RUSS,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,574,TRAINER_HARVEY,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,580,TRAINER_GRUNT_24,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,587,TRAINER_WALTER,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,650,TRAINER_KENDRA,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,674,TRAINER_ANDY,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,709,TRAINER_GRUNT_25,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,760,TRAINER_JOHN,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,764,TRAINER_ETHEL,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,8,TRAINER_TYLER,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
2,REMOVE_ORPHANED_PARTY,802,TRAINER_CARLENE,trainers.party,REMOVE,Party exists but no runtime consumer was found,Search again immediately before deletion,CONCLUIDO
3,FORCE_HARD_BEHAVIOR,,,src/difficulty.c,REMOVE_OR_SIMPLIFY,Make Hard behavior the only active behavior before deleting selectors,Compile and test after each subsystem,CONCLUIDO
3,REMOVE_DIFFICULTY_OPTION,,,src/option_menu.c,REMOVE_OR_SIMPLIFY,Remove Normal/Hard choice from UI,Compile and test after each subsystem,CONCLUIDO
3,REMOVE_DIFFICULTY_SAVE_FIELD,,,save/options structures,REMOVE_OR_SIMPLIFY,Remove only after migration and save compatibility review,Compile and test after each subsystem,CONCLUIDO
3,REMOVE_DIFFICULTY_VAR_FLAG,,,VAR_DIFFICULTY and FLAG_DIFFICULTY_HARD,REMOVE_OR_SIMPLIFY,Remove only after all consumers are gone,Compile and test after each subsystem,CONCLUIDO
3,REMOVE_HALL_OF_FAME_DIFFICULTY_LABEL,,,src/hall_of_fame.c,REMOVE_OR_SIMPLIFY,Single difficulty no longer needs a label,Compile and test after each subsystem,CONCLUIDO
3,SIMPLIFY_DIFFICULTY_INDEXED_DATA,,,"trainer slides, partners, PWT/Dome",REMOVE_OR_SIMPLIFY,Collapse arrays and accessors to one Hard-quality dataset,Compile and test after each subsystem,CONCLUIDO
