id,name,has_party,used_map_script,used_other_system,status,accessible,reason
643,TRAINER_KIRA_AND_DAN_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
644,TRAINER_KIRA_AND_DAN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
645,TRAINER_KIRA_AND_DAN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
646,TRAINER_KIRA_AND_DAN_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
647,TRAINER_JOHANNA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
648,TRAINER_RUSSELL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
649,TRAINER_VIVIAN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
650,TRAINER_KENDRA,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
651,TRAINER_JASMINE_1_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
652,TRAINER_KEIGO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
653,TRAINER_RILEY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
654,TRAINER_RAY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
655,TRAINER_CHARLES,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
656,TRAINER_WALLY_MAUVILLE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
657,TRAINER_WALLY_VR_2,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
658,TRAINER_WALLY_VR_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
659,TRAINER_WALLY_VR_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
660,TRAINER_WALLY_VR_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
661,TRAINER_BRENDAN_LILYCOVE_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
662,TRAINER_BRENDAN_LILYCOVE_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
663,TRAINER_BRENDAN_LILYCOVE_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
664,TRAINER_MAY_LILYCOVE_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
665,TRAINER_MAY_LILYCOVE_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
666,TRAINER_MAY_LILYCOVE_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
667,TRAINER_JONAH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
668,TRAINER_HENRY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
669,TRAINER_ROGER,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
670,TRAINER_BAILEY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
671,TRAINER_RUBEN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
672,TRAINER_KOJI_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
673,TRAINER_WAYNE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
674,TRAINER_ANDY,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
675,TRAINER_REED,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
676,TRAINER_TISHA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
677,TRAINER_TORI_AND_TIA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
678,TRAINER_KIM_AND_IRIS,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
679,TRAINER_TYRA_AND_IVY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
680,TRAINER_MEL_AND_PAUL,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
681,TRAINER_JOHN_AND_JAY_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
682,TRAINER_JOHN_AND_JAY_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
683,TRAINER_JOHN_AND_JAY_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
684,TRAINER_JOHN_AND_JAY_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
685,TRAINER_JOHN_AND_JAY_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
686,TRAINER_RELI_AND_IAN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
687,TRAINER_LILA_AND_ROY_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
688,TRAINER_LILA_AND_ROY_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
689,TRAINER_LILA_AND_ROY_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
690,TRAINER_LILA_AND_ROY_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
691,TRAINER_LILA_AND_ROY_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
692,TRAINER_LISA_AND_RAY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
693,TRAINER_GRUNT_17,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
694,TRAINER_JOEL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
695,TRAINER_SARAH,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
696,TRAINER_JIMMY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
697,TRAINER_BUGSY_2,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
698,TRAINER_GRUNT_11,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
699,TRAINER_KALEB,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
700,TRAINER_JOSEPH,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
701,TRAINER_BRAD,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
702,TRAINER_MARCOS,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
703,TRAINER_RHETT,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
704,TRAINER_TYRON,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
705,TRAINER_GRUNT_10,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
706,TRAINER_BIANCA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
707,TRAINER_PRYCE_1_3,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
708,TRAINER_SOPHIE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
709,TRAINER_GRUNT_25,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
710,TRAINER_LAWRENCE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
711,TRAINER_WYATT,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
712,TRAINER_CARA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
713,TRAINER_KAI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
714,TRAINER_GRUNT_13,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
715,TRAINER_JOHNNY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
716,TRAINER_GRUNT_MAGMA_HIDEOUT_1,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
717,TRAINER_RICHARDO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
718,TRAINER_NARD,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
719,TRAINER_GRUNT_MAGMA_HIDEOUT_4,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
720,TRAINER_GRUNT_MAGMA_HIDEOUT_5,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
721,TRAINER_GRUNT_MAGMA_HIDEOUT_6,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
722,TRAINER_GRUNT_MAGMA_HIDEOUT_7,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
723,TRAINER_GRUNT_MAGMA_HIDEOUT_8,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
724,TRAINER_GRUNT_MAGMA_HIDEOUT_9,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
725,TRAINER_GRUNT_MAGMA_HIDEOUT_10,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
726,TRAINER_GRUNT_MAGMA_HIDEOUT_11,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
727,TRAINER_GRUNT_MAGMA_HIDEOUT_12,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
728,TRAINER_GRUNT_MAGMA_HIDEOUT_13,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
729,TRAINER_GRUNT_MAGMA_HIDEOUT_14,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
730,TRAINER_GRUNT_MAGMA_HIDEOUT_15,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
731,TRAINER_GRUNT_MAGMA_HIDEOUT_16,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
732,TRAINER_TABITHA_MAGMA_HIDEOUT,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
733,TRAINER_JIM,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
734,TRAINER_MAXIE_MOSSDEEP,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
735,TRAINER_PETE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
736,TRAINER_WILL_1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
737,TRAINER_BRIANA,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
738,TRAINER_JOSUE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
739,TRAINER_GREGORY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
740,TRAINER_GRUNT_29,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
741,TRAINER_GRUNT_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
742,TRAINER_MARVIN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
743,TRAINER_GRUNT_9,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
744,TRAINER_BRYAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
745,TRAINER_BRANDEN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
746,TRAINER_ETHAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
747,TRAINER_SHAYLA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
748,TRAINER_KYRA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
749,TRAINER_RIVAL_CYNDAQUIL_3,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
750,TRAINER_BILL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
751,TRAINER_HELENE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
752,TRAINER_MARLENE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
753,TRAINER_KATE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
754,TRAINER_JOHNSON,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
755,TRAINER_MELINA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
756,TRAINER_BRANDI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
757,TRAINER_ARNIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
758,TRAINER_MAKAYLA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
759,TRAINER_NOB,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
760,TRAINER_JOHN,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
761,TRAINER_RACHEL,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
762,TRAINER_LEONEL,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
763,TRAINER_ETO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
764,TRAINER_ETHEL,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
765,TRAINER_MYLES,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
766,TRAINER_PAT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
767,TRAINER_HILLARY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
768,TRAINER_MAY_RUSTBORO_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
769,TRAINER_MAY_RUSTBORO_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
770,TRAINER_ROXANNE_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
771,TRAINER_ROXANNE_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
772,TRAINER_ROXANNE_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
773,TRAINER_ROXANNE_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
774,TRAINER_DIRK,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
775,TRAINER_DON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
776,TRAINER_DORIS,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
777,TRAINER_EDNA,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
778,TRAINER_ETO_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
779,TRAINER_ETO_3,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
780,TRAINER_WATTSON_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
781,TRAINER_WATTSON_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
782,TRAINER_QUENTIN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
783,TRAINER_QUINN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
784,TRAINER_RACHAEL,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
785,TRAINER_RALPH,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
786,TRAINER_NORMAN_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
787,TRAINER_NORMAN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
788,TRAINER_NORMAN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
789,TRAINER_NORMAN_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
790,TRAINER_WINONA_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
791,TRAINER_WINONA_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
792,TRAINER_WINONA_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
793,TRAINER_WINONA_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
794,TRAINER_TATE_AND_LIZA_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
795,TRAINER_TATE_AND_LIZA_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
796,TRAINER_TATE_AND_LIZA_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
797,TRAINER_TATE_AND_LIZA_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
798,TRAINER_JUAN_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
799,TRAINER_JUAN_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
800,TRAINER_JUAN_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
801,TRAINER_JUAN_5,No,No,Rematch/MatchCall|BattleDome/PWT,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall|BattleDome/PWT but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
802,TRAINER_CARLENE,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
803,TRAINER_JIN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
804,TRAINER_STEVEN,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
805,TRAINER_BRET,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
806,TRAINER_TUCKER,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
807,TRAINER_SPENSER,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
808,TRAINER_SAM,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
809,TRAINER_NOLAND,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
810,TRAINER_LUCY,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
811,TRAINER_BRANDON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
812,TRAINER_BROOKE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
813,TRAINER_BURT,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
814,TRAINER_CALVIN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
815,TRAINER_CAMERON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
816,TRAINER_HAL,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
817,TRAINER_HANK,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
818,TRAINER_HAROLD,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
819,TRAINER_HARRIS,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
820,TRAINER_PABLO_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
821,TRAINER_PABLO_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
822,TRAINER_PABLO_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
823,TRAINER_PABLO_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
824,TRAINER_KOJI_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
825,TRAINER_KOJI_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
826,TRAINER_KOJI_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
827,TRAINER_KOJI_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
828,TRAINER_HORTON,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
829,TRAINER_IAN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
830,TRAINER_IRWIN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
831,TRAINER_ISSAC,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
